n,date,title,author,url
588,2016-02-04,"Judd Apatow Reads ‘At the Hospital, an Interlude of Clarity’",,https://www.nytimes.com/2016/02/04/fashion/judd-apatow-modern-love-podcast-episode-4.html
589,2016-02-07,"A Heart Filled With Love, Not Stuff",,https://www.nytimes.com/2016/02/07/fashion/a-heart-filled-with-love-not-stuff.html
590,2016-02-14,In a Foreign Land With Something to Declare,,https://www.nytimes.com/2016/02/14/fashion/engaged-ambivalent-vacation-ring.html
591,2016-02-21,What Luck Means Now,,https://www.nytimes.com/2016/02/21/fashion/what-luck-means-now.html
592,2016-02-28,Shedding Skins at the Zoo,,https://www.nytimes.com/2016/02/28/fashion/shedding-skins-at-the-zoo.html
593,2016-03-06,Love and the Art of Motorcycle Maintenance,,https://www.nytimes.com/2016/03/06/fashion/love-motorcycle-independence.html
594,2016-03-13,In the Waiting Room of Estranged Spouses,,https://www.nytimes.com/2016/03/13/fashion/modern-love-infidelity-spouses.html
595,2016-03-13,In the Waiting Room of Estranged Spouses,,https://www.nytimes.com/2016/03/13/style/modern-love-waiting-room-estranged-spouses.html
596,2016-03-20,"A Slow-Motion Demise, a Fast-Forward Repair",,https://www.nytimes.com/2016/03/20/fashion/a-slow-motion-demise-a-fast-forward-repair.html
597,2016-03-27,A Field Guide to Male Intimacy,,https://www.nytimes.com/2016/03/27/fashion/men-intimacy-masculinity.html
598,2016-04-03,"On a Serpentine Road, With the Top Down",,https://www.nytimes.com/2016/04/03/fashion/widow-letting-go.html
599,2016-04-10,When Moving Forward Means Stepping Back,,https://www.nytimes.com/2016/04/10/fashion/modern-love-relationships.html
600,2016-04-17,It’s Been a Long Time Coming,,https://www.nytimes.com/2016/04/17/fashion/gay-son-coming-out.html
601,2016-04-24,All Twisted Up by Gender Bending,,https://www.nytimes.com/2016/04/24/fashion/transgender-modern-love-relationships.html
602,2016-05-01,The Entire Netflix History of Us,,https://www.nytimes.com/2016/05/01/fashion/modern-love-netflix-relationship.html
603,2016-05-08,Just Don’t Call Me Mom,,https://www.nytimes.com/2016/05/08/style/modern-love-gay-father-stay-at-home-parent.html
604,2016-05-15,Single Woman Seeking Manwich,,https://www.nytimes.com/2016/05/15/fashion/modern-love-dating-single-okcupid.html
605,2016-05-22,"No Sound, No Fury, No Marriage",,https://www.nytimes.com/2016/05/22/fashion/marriage-breakups-separation.html
606,2016-05-22,"No Sound, No Fury, No Marriage",,https://www.nytimes.com/2016/05/22/style/modern-love-no-sound-no-fury-no-marriage.html
607,2016-05-29,Putting Love to the Stress Test,,https://www.nytimes.com/2016/05/29/fashion/modern-love-tech-relationship-trial.html
608,2016-06-05,Can Tylenol Help Heal a Broken Heart?,,https://www.nytimes.com/2016/06/05/fashion/breakups-rejection-neuroscience.html
609,2016-06-12,Learning Humanity From Dogs,,https://www.nytimes.com/2016/06/12/fashion/modern-love-learning-humanity-from-dogs.html
610,2016-06-19,"A Path to Fatherhood, With (Shared) Morning Sickness",,https://www.nytimes.com/2016/06/19/fashion/modern-love-a-path-to-fatherhood-with-morning-sickness.html
611,2016-06-26,How the ‘Dining Dead’ Got Talking Again,,https://www.nytimes.com/2016/06/26/fashion/modern-love-marriage-talk.html
612,2016-07-03,What Is a Man For?,,https://www.nytimes.com/2016/07/03/fashion/modern-love-marriage-divorce-husband.html
613,2016-07-10,"After a Suicide, a Security Guard for the Heart",,https://www.nytimes.com/2016/07/10/fashion/modern-love-suicide-security-guard.html
614,2016-07-17,"At Sea, and Seeking a Safe Harbor",,https://www.nytimes.com/2016/07/17/fashion/modern-love-bisexuality-cambodia.html
615,2016-07-24,A Crash Course in Honeymoon Survival,,https://www.nytimes.com/2016/07/24/fashion/modern-love-amazon-honeymoon-survival.html
616,2016-07-31,Words With (I Wish We Were More Than) Friends,,https://www.nytimes.com/2016/07/31/fashion/modern-love-words-with-friends.html
617,2016-08-07,The Shirt Stays On,,https://www.nytimes.com/2016/08/07/fashion/modern-love-heart-surgery-scars.html
618,2016-08-10,Mary Chapin Carpenter Reads ‘The Race Grows Sweeter Near Its Final Lap’,,https://www.nytimes.com/2016/08/10/fashion/mary-chapin-carpenter-modern-love-podcast.html
619,2016-08-14,How a Bird Feeder Revived My Marriage,,https://www.nytimes.com/2016/08/14/fashion/modern-love-how-a-bird-feeder-revived-my-marriage.html
620,2016-08-21,"A Single Mom Escapes the Friend Zone, One Non-Date at a Time",,https://www.nytimes.com/2016/08/21/fashion/modern-love-single-mom-dating.html
621,2016-08-28,Security in a Bright Yellow Suitcase,,https://www.nytimes.com/2016/08/28/fashion/modern-love-yellow-suitcase-overnight-bag.html
622,2016-09-04,The Internet Thinks I’m Still Pregnant,,https://www.nytimes.com/2016/09/04/fashion/modern-love-pregnancy-miscarriage-app-technology.html
623,2016-09-11,When Love Isn’t as Simple as Standing by Your Man,,https://www.nytimes.com/2016/09/11/fashion/modern-love-lung-transplant-stress-marriage.html
624,2016-09-18,From He to She in First Grade,,https://www.nytimes.com/2016/09/18/fashion/modern-love-transgender-child-identity-parenting.html
625,2016-09-25,When a Couch Is More Than a Couch,,https://www.nytimes.com/2016/09/25/fashion/modern-love-when-a-couch-is-more-than-a-couch.html
626,2016-10-02,Dear Dad: We’ve Been Gay for a Really Long Time,,https://www.nytimes.com/2016/10/02/fashion/modern-love-mennonite-father-gay-siblings.html
627,2016-10-09,When Trump vs. Clinton Becomes a Family Affair,,https://www.nytimes.com/2016/10/09/fashion/modern-love-trump-clinton-family-affair.html
628,2016-10-16,What’s Love? Don’t Ask the Answer Couple,,https://www.nytimes.com/2016/10/16/fashion/modern-love-whats-love-dont-ask-the-answer-couple.html
629,2016-10-23,Cropped Out of My Own Fantasy,,https://www.nytimes.com/2016/10/23/fashion/modern-love-cropped-out-of-my-own-fantasy.html
630,2016-10-30,My Biological Clock Can’t Tick Fast Enough,,https://www.nytimes.com/2016/10/30/style/modern-love-my-biological-clock-cant-tick-fast-enough.html
631,2016-11-06,My U-Turn From Isolation to Intimacy,,https://www.nytimes.com/2016/11/06/fashion/modern-love-children-cuddling-physical-intimacy.html
632,2016-11-13,Grappling With the Language of Love,,https://www.nytimes.com/2016/11/13/fashion/modern-love-grappling-with-the-language-of-love.html
633,2016-11-20,When Eve and Eve Bit the Apple,,https://www.nytimes.com/2016/11/20/fashion/modern-love-religion-christian-lesbian-identity.html
634,2016-11-20,When Eve and Eve Bit the Apple,,https://www.nytimes.com/2016/11/20/style/modern-love-when-eve-and-eve-bit-the-apple.html
635,2016-11-25,Catfishing Strangers to Find Myself,,https://www.nytimes.com/2016/11/25/fashion/modern-love-catfishing-strangers-to-find-myself.html
636,2016-12-02,"After a Breakup, an App to Help Breathe, Then Run",,https://www.nytimes.com/2016/12/02/fashion/modern-love-breakup-app-breathing-running-therapy.html
637,2016-12-09,"From Syria, With Love",,https://www.nytimes.com/2016/12/09/style/modern-love-syrian-refugees-help-volunteer.html
638,2016-12-16,"A Year In, and Still Trying to Say the ‘L’ Word",,https://www.nytimes.com/2016/12/16/style/modern-love-a-funny-way-of-showing-love.html
639,2016-12-23,The Night Girl Finds a Day Boy,,https://www.nytimes.com/2016/12/23/style/modern-love-dating-sleep-disorder.html
640,2016-12-30,"In the New Year, More Cuddling",,https://www.nytimes.com/2016/12/30/fashion/modern-love-this-year-more-cuddling.html
641,2017-01-06,Refreshing a Mother’s Memory With Love and Stories,,https://www.nytimes.com/2017/01/06/fashion/modern-love-dementia-mother-family-love.html
642,2017-01-13,A Tattoo for the Living,,https://www.nytimes.com/2017/01/13/style/modern-love-tattoo-boyfriend-disappearance.html
643,2017-01-20,"Boy, What a Fabulous Baker",,https://www.nytimes.com/2017/01/20/style/modern-love-boy-what-a-fabulous-baker.html
644,2017-01-27,"Confronting Race, Religion and Her Heart",,https://www.nytimes.com/2017/01/27/style/modern-love-race-religion-boyfriend-breakup.html
645,2017-02-03,The Secret to Sibling Success,,https://www.nytimes.com/2017/02/03/style/modern-love-secret-to-sibling-success-parents-divorce.html
646,2017-02-10,"After 264 Haircuts, a Marriage Ends",,https://www.nytimes.com/2017/02/10/style/modern-love-conversion-therapy-gay-husband-haircuts.html
647,2017-02-17,"Opening the Heart’s Floodgates, With a Paw",,https://www.nytimes.com/2017/02/17/style/modern-love-animal-shelter-dogs-adoptions-matchmaker.html
648,2017-02-24,When Your Greatest Romance Is a Friendship,,https://www.nytimes.com/2017/02/24/style/modern-love-when-your-greatest-romance-is-friendship.html
649,2017-03-03,You May Want to Marry My Husband,,https://www.nytimes.com/2017/03/03/style/modern-love-you-may-want-to-marry-my-husband.html
650,2017-03-10,When Mothers Bully Back,,https://www.nytimes.com/2017/03/10/style/modern-love-when-a-mom-bullies-back.html
651,2017-03-17,Pushed Into the Future When Illness Strikes (in an Unlikely Place),,https://www.nytimes.com/2017/03/17/style/pushed-into-the-future-when-illness-strikes-in-an-unlikely-place.html
652,2017-03-24,Keeping the Boardroom Out of the Bedroom,,https://www.nytimes.com/2017/03/24/style/modern-love-keeping-the-boardroom-out-of-the-bedroom.html
653,2017-03-31,The Accident No One Talked About,,https://www.nytimes.com/2017/03/31/fashion/modern-love-the-accident-no-one-talked-about.html
654,2017-04-07,From Best Man to Puzzled Woman,,https://www.nytimes.com/2017/04/07/style/modern-love-jennifer-finney-boylan.html
655,2017-04-14,A Dose of Empathy From My Syrian Doctor,,https://www.nytimes.com/2017/04/14/style/modern-love-syrian-doctor-empathy-motor-neuron-disease.html
656,2017-04-21,"To Stay Married, Embrace Change",,https://www.nytimes.com/2017/04/21/style/modern-love-to-stay-married-embrace-change.html
657,2017-04-28,The Physics of Forbidden Love,,https://www.nytimes.com/2017/04/28/style/modern-love-the-physics-of-forbidden-love.html
658,2017-05-05,My So-Called (Instagram) Life,,https://www.nytimes.com/2017/05/05/style/modern-love-my-so-called-instagram-life.html
659,2017-05-12,"White Shirt, Black Name Tag, Big Secret",,https://www.nytimes.com/2017/05/12/style/modern-love-white-shirt-black-nametag-big-secret.html
660,2017-05-19,Not Friends? Then No Benefits,,https://www.nytimes.com/2017/05/19/style/modern-love-not-friends-then-no-benefits.html
661,2017-05-26,"Wanting Monogamy as 1,946 Men Await My Swipe",,https://www.nytimes.com/2017/05/26/style/modern-love-wanting-monogamy-as-1946-men-await-your-swipe.html
662,2017-06-02,Making a Marriage Magically Tidy,,https://www.nytimes.com/2017/06/02/style/modern-love-making-a-marriage-magically-tidy.html
663,2017-06-09,A Husband for Home; a Wife for Away,,https://www.nytimes.com/2017/06/09/style/modern-love-a-husband-for-home-a-wife-for-away.html
664,2017-06-16,My Body Doesn’t Belong to You,,https://www.nytimes.com/2017/06/16/style/modern-love-my-body-doesnt-belong-to-you.html
665,2017-06-23,"To Stay in Love, Sign on the Dotted Line",,https://www.nytimes.com/2017/06/23/style/modern-love-to-stay-in-love-sign-on-the-dotted-line-36-questions.html
666,2017-06-30,Seeking the Comfort of an Old Flame: Solitude,,https://www.nytimes.com/2017/06/30/style/modern-love-seeking-the-comfort-of-an-old-flame-solitude.html
667,2017-07-07,A FaceTime Relationship Turns Face to Face,,https://www.nytimes.com/2017/07/07/style/modern-love-facetime-relationship-turns-face-to-face.html
668,2017-07-14,How to Stop Breaking Up,,https://www.nytimes.com/2017/07/14/style/how-to-stop-breaking-up-modern-love.html
669,2017-07-21,The 12-Hour Goodbye That Started Everything,,https://www.nytimes.com/2017/07/21/style/modern-love-the-12-hour-goodbye-that-started-everything.html
670,2017-07-28,"During a Night of Casual Sex, Urgent Messages Go Unanswered",,https://www.nytimes.com/2017/07/28/style/modern-love-a-night-of-casual-sex-and-urgent-messages.html
671,2017-08-04,Escaping From a Dire Diagnosis on Match.com,,https://www.nytimes.com/2017/08/04/style/modern-love-escaping-from-a-dire-diagnosis-on-match.html
672,2017-08-11,Four Castaways Make a Family,,https://www.nytimes.com/2017/08/11/style/modern-love-four-castaways-make-a-family.html
673,2017-08-18,Married to a Mystery Man,,https://www.nytimes.com/2017/08/18/style/modern-love-married-to-a-mystery-man.html
674,2017-08-25,"Are You There, Dad? It’s Me, Alice",,https://www.nytimes.com/2017/08/25/style/modern-love-are-you-there-dad-its-me-alice.html
675,2017-09-01,Who’s Allowed to Hold Hands?,,https://www.nytimes.com/2017/09/01/style/modern-love-whos-allowed-to-hold-hands.html
676,2017-09-08,Finding God in a Hot Slice of Pizza,,https://www.nytimes.com/2017/09/08/style/modern-love-finding-god-in-a-hot-slice-of-pizza.html
677,2017-09-15,My Platonic Romance on the Psych Ward,,https://www.nytimes.com/2017/09/15/style/modern-love-my-platonic-romance-psych-ward.html
678,2017-09-22,Discovering Manhood in Soapy Bubbles,,https://www.nytimes.com/2017/09/22/style/modern-love-discovering-manhood-in-soapy-bubbles.html
679,2017-09-29,Taking My Ex Back In (for His Own Good),,https://www.nytimes.com/2017/09/29/style/modern-love-taking-my-ex-back-in.html
680,2017-10-06,The Secret to Marriage Is Never Getting Married,,https://www.nytimes.com/2017/10/06/style/modern-love-the-secret-to-marriage.html
681,2017-10-13,Prenup Is a Four-Letter Word,,https://www.nytimes.com/2017/10/13/style/modern-love-prenup-is-a-four-letter-word.html
682,2017-10-20,"Single, Unemployed and Suddenly Myself",,https://www.nytimes.com/2017/10/20/style/modern-love-single-unemployed-and-suddenly-myself.html
683,2017-10-27,Is There Something Odd About Being Single?,,https://www.nytimes.com/2017/10/27/style/modern-love-is-there-something-odd-about-being-single.html
684,2017-11-03,"Recognizing What They Had, 20 Years Too Late",,https://www.nytimes.com/2017/11/03/style/modern-love-recognizing-what-they-had-20-years-too-late.html
685,2017-11-07,"On the Path to Empathy, Some Forks in the Road",,https://www.nytimes.com/2017/11/07/style/modern-love-david-finch-aspergers.html
686,2017-11-07,Mom: ‘Is He Jewish?’ Me: ‘No.’ Mom: ‘Is He Smart?’,,https://www.nytimes.com/2017/11/07/style/modern-love-gay-son-jewish-mother.html
687,2017-11-07,We Were in Our 20s and We Didn’t Have a Clue,,https://www.nytimes.com/2017/11/07/style/modern-love-we-were-in-our-20s-and-we-didnt-have-a-clue.html
688,2017-11-08,An Open Adoption Now Crosses Many Time Zones,,https://www.nytimes.com/2017/11/08/style/modern-love-a-daughter-has-questions-her-mothers-have-answers.html
689,2017-11-08,Don’t Know What the Angular Gyrus Is? Your Heart Does,,https://www.nytimes.com/2017/11/08/style/modern-love-neuroscience.html
690,2017-11-10,Your 13-Word Love Stories,,https://www.nytimes.com/2017/11/10/style/modern-love-13-word-stories.html
691,2017-11-10,When Your Uber Driver Brings a Time Machine,,https://www.nytimes.com/2017/11/10/style/modern-love-when-your-uber-driver-brings-a-time-machine.html
692,2017-11-13,‘Happiness Is Incomplete’: A Refugee Couple’s Scattered Lives,,https://www.nytimes.com/2017/11/13/style/modern-love-refugee-iraq.html
693,2017-11-17,17 Million Frozen Sperm Await the Perfect Moment,,https://www.nytimes.com/2017/11/17/style/modern-love-17-million-frozen-sperm.html
694,2017-11-24,An Optimist’s Guide to Divorce,,https://www.nytimes.com/2017/11/24/style/modern-love-an-optimists-guide-to-divorce.html
695,2017-11-25,"Love to Love You, Baby",,https://www.nytimes.com/2017/11/25/style/modern-love-disco-new-york-jacqueline-woodson.html
696,2017-12-01,When Even a Toddler Can Tell You Don’t Belong,,https://www.nytimes.com/2017/12/01/style/modern-love-being-a-stepmother.html
697,2017-12-08,"He Showed Me His Tiles, So I Showed Him Mine",,https://www.nytimes.com/2017/12/08/style/modern-love-scrabble-therapy.html
698,2017-12-15,"Getting Married Is Better Than Dying, Right?",,https://www.nytimes.com/2017/12/15/style/modern-love-getting-married-is-better-than-dying-right.html
699,2017-12-22,Shooing Carolers Away for a Love That Stays,,https://www.nytimes.com/2017/12/22/style/modern-love-christmas-carols-leukemia.html
700,2017-12-29,"Love Calls, and So Does the Priesthood",,https://www.nytimes.com/2017/12/29/style/modern-love-new-years-kiss-priest.html
701,2018-01-05,How 30 Blocks Became 30 Years,,https://www.nytimes.com/2018/01/05/style/modern-love-how-30-blocks-became-30-years.html
702,2018-01-12,"For Best Hookup Results, Use Your Words, O.K.?",,https://www.nytimes.com/2018/01/12/style/modern-love-hookup-ghosting-use-your-words.html
703,2018-01-19,The Bike That Saved My Life,,https://www.nytimes.com/2018/01/19/style/modern-love-the-bike-that-saved-my-life.html
704,2018-01-26,Are Bitcoins More Real Than Boyfriends?,,https://www.nytimes.com/2018/01/26/style/modern-love-are-bitcoins-more-real-than-boyfriends.html
705,2018-02-02,When Your Body Tells You What Your Brain Won’t,,https://www.nytimes.com/2018/02/02/style/modern-love-when-your-body-tells-you-what-your-brain-wont.html
706,2018-02-09,"Just for Tonight, Pretend You Don’t Know Me",,https://www.nytimes.com/2018/02/09/style/modern-love-valentines-day-acted-like-strangers.html
707,2018-02-16,How ‘Lolita’ Freed Me From My Own Humbert,,https://www.nytimes.com/2018/02/16/style/modern-love-how-lolita-freed-me-from-my-own-humbert.html
708,2018-02-23,"A Future Without Him, Aided by Duct Tape",,https://www.nytimes.com/2018/02/23/style/modern-love-a-future-without-him-widow.html
709,2018-03-02,Am I Gay or Straight? Maybe This Fun Quiz Will Tell Me,,https://www.nytimes.com/2018/03/02/style/modern-love-am-i-gay-online-quizzes.html
710,2018-03-09,It’s Us Against a Particle of Dust,,https://www.nytimes.com/2018/03/09/style/modern-love-its-us-against-a-particle-of-dust.html
711,2018-03-16,"She Was My World, but We Couldn’t Marry",,https://www.nytimes.com/2018/03/16/style/modern-love-she-was-my-world-but-we-couldnt-marry.html
712,2018-03-23,"First Try the Pastrami, Then the Polyamory",,https://www.nytimes.com/2018/03/23/style/modern-love-first-try-the-pastrami-then-the-polyamory.html
713,2018-03-30,"For a 30-Year-Old Virgin, It’s Now or Never",,https://www.nytimes.com/2018/03/30/style/modern-love-for-a-30-year-old-virgin-its-now-or-never.html
714,2018-04-06,What Sleeping With Married Men Taught Me About Infidelity,,https://www.nytimes.com/2018/04/06/style/modern-love-sleeping-with-married-men-infidelity.html
715,2018-04-13,When Love Seems Too Easy to Trust,,https://www.nytimes.com/2018/04/13/style/when-love-seems-too-easy-to-trust.html
716,2018-04-20,Flying Close to Temptation,,https://www.nytimes.com/2018/04/20/style/modern-love-flying-close-to-temptation.html
717,2018-04-25,"Abbi Jacobson Reads ‘Boy, What a Fabulous Baker’",,https://www.nytimes.com/2018/04/25/style/modern-love-podcast-abbi-jacobson.html
718,2018-04-27,Love Forged by the Threat of Deportation,,https://www.nytimes.com/2018/04/27/style/modern-love-immigration-threat-of-deportation.html
719,2018-05-04,Alexa? Please Ignore My Husband,,https://www.nytimes.com/2018/05/04/style/modern-love-alexa-please-ignore-my-husband.html
720,2018-05-09,Rachel Weisz Reads ‘When Eve and Eve Bit the Apple’,,https://www.nytimes.com/2018/05/09/style/modern-love-podcast-rachel-weisz.html
721,2018-05-11,"Motherless, but Growing Toward the Light",,https://www.nytimes.com/2018/05/11/style/modern-love-motherless-but-growing-toward-the-light.html
722,2018-05-16,Kim Dickens Reads ‘A Measure of Desire’,,https://www.nytimes.com/2018/05/16/style/modern-love-podcast-kim-dickens.html
723,2018-05-25,Love Means Never Having to Say … Anything,,https://www.nytimes.com/2018/05/25/style/modern-love-means-never-having-to-say-anything.html
724,2018-06-01,"Your 13-Word Love Stories, Read by You",,https://www.nytimes.com/2018/06/01/style/modern-love-13-word-stories.html
725,2018-06-01,When Neither Male Nor Female Seems to Fit,,https://www.nytimes.com/2018/06/01/style/modern-love-neither-male-nor-female-seems-to-fit.html
726,2018-06-06,"Sarah Shahi Reads ‘In My Mother, a Fear Stripped Bare’",,https://www.nytimes.com/2018/06/06/style/modern-love-podcast-sarah-shahi.html
727,2018-06-08,I Wanted to Be Dominated. But Not Quite Like That.,,https://www.nytimes.com/2018/06/08/style/modern-love-i-wanted-to-be-dominated-but-not-quite-like-that.html
728,2018-06-15,My Wife Said You May Want to Marry Me,,https://www.nytimes.com/2018/06/15/style/modern-love-my-wife-said-you-may-want-to-marry-me.html
729,2018-06-20,"Jason Alexander Reads ‘The Hunter-Gatherer, Parking Division’",,https://www.nytimes.com/2018/06/20/style/modern-love-podcast-jason-alexander.html
730,2018-06-22,Staying Together by Living Apart (in a Duplex),,https://www.nytimes.com/2018/06/22/style/modern-love-staying-together-by-living-apart.html
731,2018-06-29,He’s Going Back to His Former Wife. Sort Of.,,https://www.nytimes.com/2018/06/29/style/modern-love-hes-going-back-to-his-former-wife-sort-of.html
732,2018-07-06,This Is What Happens When Friends Fall in Love,,https://www.nytimes.com/2018/07/06/style/modern-love-when-friends-fall-in-love.html
733,2018-07-13,What Boxing Taught Me About Love,,https://www.nytimes.com/2018/07/13/style/modern-love-what-boxing-taught-me-about-love.html
734,2018-07-20,Please Take My Son’s Wallet,,https://www.nytimes.com/2018/07/20/style/modern-love-please-take-my-sons-wallet.html
735,2018-07-27,Taking Marriage Class at Guantánamo,,https://www.nytimes.com/2018/07/27/style/modern-love-marriage-class-at-guantanamo.html
736,2018-08-03,How I Lost the Fiancé but Won the Honeymoon,,https://www.nytimes.com/2018/08/03/style/modern-love-how-i-lost-the-fiance-but-won-the-honeymoon.html
737,2018-08-10,"Driving 2,130 Miles for a Haircut",,https://www.nytimes.com/2018/08/10/style/modern-love-driving-2130-miles-for-a-haircut.html
738,2018-08-17,"For 13 Days, I Believed Him",,https://www.nytimes.com/2018/08/17/style/modern-love-for-13-days-i-believed-him.html
739,2018-08-24,The Kisses That Paid My Rent,,https://www.nytimes.com/2018/08/24/style/modern-love-the-kisses-that-paid-my-rent.html
740,2018-08-31,"Honey, I Swept the Floor!",,https://www.nytimes.com/2018/08/31/style/modern-love-honey-i-swept-the-floor.html
741,2018-09-07,"He Asked Permission to Touch, but Not to Ghost",,https://www.nytimes.com/2018/09/07/style/modern-love-he-asked-permission-to-touch-but-not-to-ghost.html
742,2018-09-14,Need to Find Me? Ask My Ham Man,,https://www.nytimes.com/2018/09/14/style/modern-love-need-to-find-me-ask-my-ham-man.html
743,2018-09-21,Pudge Will Keep Us Together,,https://www.nytimes.com/2018/09/21/style/modern-love-pudge-will-keep-us-together.html
744,2018-09-28,"First I Met My Children, Then My Girlfriend. They’re Related.",,https://www.nytimes.com/2018/09/28/style/modern-love-how-i-met-my-children.html
745,2018-10-05,Neighbor Bro Smashes My Romantic Fantasy,,https://www.nytimes.com/2018/10/05/style/modern-love-neighbor-bro-smashes-my-romantic-fantasy.html
746,2018-10-12,Talking to My Fiancé About My New Girlfriend,,https://www.nytimes.com/2018/10/12/style/modern-love-talking-to-my-fiance-about-my-new-girlfriend.html
747,2018-10-19,When Sturdy Love Is What You Need,,https://www.nytimes.com/2018/10/19/style/modern-love-when-sturdy-love-is-what-you-need.html
748,2018-10-26,How I Fell for an ‘I’m the Man’ Man,,https://www.nytimes.com/2018/10/26/style/modern-love-im-the-man.html
749,2018-11-02,"On My Wedding Day, Wishing I Looked Like Someone Else",,https://www.nytimes.com/2018/11/02/style/modern-love-wedding-day-leukemia-swollen-eyes.html
750,2018-11-09,"Keeping This Fluffy, Fragile Beast Alive",,https://www.nytimes.com/2018/11/09/style/modern-love-keeping-this-fluffy-fragile-beast-alive.html
751,2018-11-16,I Would Have Driven Her Anywhere,,https://www.nytimes.com/2018/11/16/style/modern-love-i-would-have-driven-her-anywhere-.html
752,2018-11-23,Destined to Marry the Cute Bartender,,https://www.nytimes.com/2018/11/23/style/destined-to-marry-the-cute-bartender.html
753,2018-11-30,Marooned on ‘Love Island’,,https://www.nytimes.com/2018/11/30/style/modern-love-marooned-on-love-island.html
754,2018-12-07,When a Boyfriend Joins the Marriage,,https://www.nytimes.com/2018/12/07/style/modern-love-when-a-boyfriend-joins-the-marriage.html
755,2018-12-14,Your Dog Has Seen Me Naked,,https://www.nytimes.com/2018/12/14/style/modern-love-your-dog-has-seen-me-naked.html
756,2018-12-21,"The Mystery of the Holiday Fruitcake, Solved!",,https://www.nytimes.com/2018/12/21/style/modern-love-mystery-holiday-fruitcake-solved.html
757,2018-12-28,The Junk Removers Manhandle My Heart,,https://www.nytimes.com/2018/12/28/style/modern-love-the-junk-removers-manhandle-my-heart.html
758,2019-01-04,Tracking the Demise of My Marriage on Google Maps,Maggie Smith,https://www.nytimes.com/2019/01/04/style/modern-love-end-of-marriage-google-maps.html
759,2019-01-11,He Had to Leave So I Could Breathe,,https://www.nytimes.com/2019/01/11/style/modern-love-he-had-to-leave-so-i-could-breathe.html
760,2019-01-18,My Relationship Guru Is a 14-Year-Old Girl,,https://www.nytimes.com/2019/01/18/style/modern-love-my-relationship-guru-is-a-14-year-old-girl.html
761,2019-01-25,Are You My Husband?,,https://www.nytimes.com/2019/01/25/style/modern-love-are-you-my-husband.html
762,2019-02-01,"Want Lasting Love? First, Take This Test",,https://www.nytimes.com/2019/02/01/style/modern-love-myers-briggs-personality-test.html
763,2019-02-08,At What Age Is Love Enthralling? 82,,https://www.nytimes.com/2019/02/08/style/modern-love-at-what-age-is-love-enthralling-82.html
764,2019-02-15,Modern Love College Essay Contest,,https://www.nytimes.com/2019/02/15/style/modern-love-college-essay-contest.html
765,2019-02-15,She Slipped Past My Age Filter,,https://www.nytimes.com/2019/02/15/style/modern-love-she-slipped-past-my-age-filter.html
766,2019-02-22,How Bibliophiles Flirt,,https://www.nytimes.com/2019/02/22/style/modern-love-how-bibliophiles-flirt.html
767,2019-03-01,The Tallest Man I Ever Loved,,https://www.nytimes.com/2019/03/01/style/modern-love-andrew-rannells-tallest-man.html
768,2019-03-08,‘Tell Your Husband to Leave Me Alone’,,https://www.nytimes.com/2019/03/08/style/modern-love-infidelity-husband-leave-me-alone.html
769,2019-03-15,How Do You Know When It’s Time to Break Up?,,https://www.nytimes.com/2019/03/15/style/modern-love-its-hard-to-break-up-with-a-ghostbuster.html
770,2019-03-22,When Chivalry Is More Control Than Care,,https://www.nytimes.com/2019/03/22/style/modern-love-chivalry-control.html
771,2019-03-29,I Broke Up With Her Because She’s White,,https://www.nytimes.com/2019/03/29/style/modern-love-race-i-broke-up-with-her-because-shes-white.html
772,2019-04-05,It Wasn’t My Wedding Ring. It Was My Only Ring.,,https://www.nytimes.com/2019/04/05/style/modern-love-wedding-ring-lost.html
773,2019-04-12,I Had to Do It Without Telling My Beloved,,https://www.nytimes.com/2019/04/12/style/modern-love-kidney-donation-secret.html
774,2019-04-19,"With the Birth of My Son, I Stopped Hiding",,https://www.nytimes.com/2019/04/19/style/modern-love-no-more-hiding-my-son-or-my-love.html
775,2019-04-26,"It’s Not You, It’s Men",,https://www.nytimes.com/2019/04/26/style/modern-love-its-not-you-its-men.html
776,2019-05-03,Sister Vanished,,https://www.nytimes.com/2019/05/03/style/modern-love-sister-vanished.html
777,2019-05-10,College I Love You Man ,,https://www.nytimes.com/2019/05/10/style/modern-love-college-i-love-you-man-.html
778,2019-05-17,College Hoarding Medical Leave,,https://www.nytimes.com/2019/05/17/style/modern-love-college-hoarding-medical-leave.html
779,2019-05-24,College Cant Hate My Body If I Love Hers,,https://www.nytimes.com/2019/05/24/style/modern-love-college-cant-hate-my-body-if-i-love-hers.html
780,2019-05-31,My Husband Wore Really Tight Shorts to the Eclipse Party,,https://www.nytimes.com/2019/05/31/style/modern-love-eclipse-2017.html
781,2019-06-07,Preparing My Family for Life Without Me,,https://www.nytimes.com/2019/06/07/style/modern-love-heart-attack.html
782,2019-06-14,My Father Has a Second Family in His Bedroom,,https://www.nytimes.com/2019/06/14/style/modern-love-my-father-mannequin-collection.html
783,2019-06-21,He’s Your Destiny. Just Be Patient.,,https://www.nytimes.com/2019/06/21/style/modern-love-tarot-cards-destiny.html
784,2019-06-28,When Is Being Together Worth $5.50 an Hour? Please Solve,,https://www.nytimes.com/2019/06/28/style/modern-love-parking-cost-economics.html
